CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
13504,1,178,64,296,296,22,0,1,0,0
15790,1,113,10,219,219,34,0,1,0,0
13385,1,281,329,535,535,35,0,1,0,0
16727,1,167,364,256,256,41,0,1,0,0
15503,1,70,362,141,141,66,0,1,0,0
13259,1,126,61,283,283,77,0,1,0,0
17614,1,235,57,386,386,97,0,1,0,0
18184,1,60,15,50,50,1,0,1,0,0
13967,1,42,145,81,81,2,0,1,0,0
13299,1,30,268,143,143,5,0,1,0,0
17513,1,254,72,513,513,6,0,1,0,0
15458,1,156,25,162,162,7,0,1,0,0
14238,1,111,326,147,147,8,0,1,0,0
16287,1,298,169,143,143,8,0,1,0,0
13937,1,123,169,159,159,9,0,1,0,0
15412,1,108,171,191,191,10,0,1,0,0
16338,1,94,157,215,215,11,0,1,0,0
17517,1,102,308,154,154,11,0,1,0,0
16179,1,99,60,216,216,11,0,1,0,0
12497,1,1231,81,953,953,13,0,1,0,0
16526,1,106,171,290,290,15,0,1,0,0
16812,1,81,360,479,479,15,0,1,0,0
18185,1,183,249,304,304,17,0,1,0,0
17977,1,342,29,288,288,19,0,1,0,0
16715,1,642,78,302,302,19,0,1,0,0
14762,1,341,263,301,301,21,0,1,0,0
15115,1,157,18,340,340,21,0,1,0,0
13075,1,485,129,920,920,22,0,1,0,0
15142,1,365,46,499,499,26,0,1,0,0
15448,1,232,312,495,495,28,0,1,0,0
14585,1,91,50,157,157,29,0,1,0,0
16413,1,148,56,262,262,30,0,1,0,0
13934,1,390,263,922,922,31,0,1,0,0
16447,1,221,135,256,256,34,0,1,0,0
17433,1,185,88,303,303,53,0,1,0,0
13176,1,448,46,481,481,66,0,1,0,0
17896,1,288,23,256,256,2,0,1,0,0
16248,1,78,61,153,153,7,0,1,0,0
13686,1,70,182,72,72,8,0,1,0,0
14212,1,1152,89,1070,1070,9,0,1,0,0
16349,1,9,290,54,54,9,0,1,0,0
16680,1,94,43,184,184,10,0,1,0,0
13108,1,298,372,350,350,10,0,1,0,0
12622,1,68,232,162,162,10,0,1,0,0
16587,1,71,232,225,225,13,0,1,0,0
12373,1,196,311,325,325,13,0,1,0,0
15234,1,196,276,197,197,14,0,1,0,0
17172,1,480,78,318,318,15,0,1,0,0
13419,1,275,63,221,221,16,0,1,0,0
17761,1,398,32,713,713,19,0,1,0,0
15923,1,122,372,127,127,21,0,1,0,0
14703,1,183,14,318,318,22,0,1,0,0
17919,1,756,88,1304,1304,23,0,1,0,0
13603,1,164,26,164,164,27,0,1,0,0
15853,1,135,51,111,111,29,0,1,0,0
13568,1,66,173,187,187,41,0,1,0,0
17806,1,727,11,546,546,43,0,1,0,0
16065,1,228,365,367,367,71,0,1,0,0
13017,1,48,7,204,204,1,0,1,0,0
15195,1,1404,2,3861,3861,1,0,1,0,0
15118,1,1440,134,245,245,1,0,1,0,0
12984,1,26,18,98,98,4,0,1,0,0
15266,1,18,338,119,119,6,0,1,0,0
14601,1,168,10,214,214,7,0,1,0,0
17881,1,32,304,133,133,8,0,1,0,0
17030,1,146,63,147,147,11,0,1,0,0
15678,1,184,52,353,353,12,0,1,0,0
14847,1,120,148,309,309,13,0,1,0,0
15986,1,268,30,168,168,14,0,1,0,0
18213,1,232,236,232,232,15,0,1,0,0
17498,1,394,75,272,272,17,0,1,0,0
14536,1,39,259,171,171,18,0,1,0,0
12552,1,85,39,318,318,19,0,1,0,0
13927,1,214,74,349,349,21,0,1,0,0
17859,1,102,304,142,142,23,0,1,0,0
17154,1,490,75,329,329,23,0,1,0,0
13142,1,258,19,307,307,23,0,1,0,0
13721,1,316,36,524,524,28,0,1,0,0
12426,1,254,194,511,511,29,0,1,0,0
16529,1,198,190,455,455,30,0,1,0,0
16127,1,323,39,656,656,40,0,1,0,0
12354,1,530,232,1079,1079,58,0,1,0,0
16056,1,345,45,651,651,66,0,1,0,0
12398,1,1389,45,1436,1436,84,0,1,0,0
14393,1,13,218,68,68,5,0,1,0,0
14752,1,260,43,390,390,5,0,1,0,0
14962,1,44,270,127,127,5,0,1,0,0
14066,1,45,266,153,153,7,0,1,0,0
13227,1,99,201,258,258,9,0,1,0,0
12977,1,12,156,39,39,9,0,1,0,0
15523,1,132,84,412,412,10,0,1,0,0
17187,1,144,226,204,204,10,0,1,0,0
14957,1,34,253,58,58,12,0,1,0,0
16961,1,125,116,234,234,14,0,1,0,0
15333,1,344,208,1029,1029,16,0,1,0,0
16967,1,333,189,319,319,21,0,1,0,0
17836,1,87,47,110,110,22,0,1,0,0
16914,1,112,36,184,184,25,0,1,0,0
14139,1,510,46,416,416,26,0,1,0,0
16666,1,233,19,119,119,32,0,1,0,0
18106,1,126,329,422,422,33,0,1,0,0
12475,1,532,53,669,669,35,0,1,0,0
12713,1,505,0,795,795,37,0,1,0,0
14014,1,1076,77,505,505,39,0,1,0,0
14222,1,607,177,683,683,41,0,1,0,0
17286,1,117,21,151,151,44,0,1,0,0
17860,1,93,368,226,226,49,0,1,0,0
15025,1,184,33,362,362,66,0,1,0,0
15870,1,333,32,351,351,68,0,1,0,0
13144,1,21,332,111,111,3,0,1,0,0
16114,1,43,170,136,136,8,0,1,0,0
16665,1,59,362,135,135,9,0,1,0,0
15683,1,131,117,194,194,10,0,1,0,0
13712,1,352,246,229,229,10,0,1,0,0
14569,1,79,1,227,227,10,0,1,0,0
14975,1,380,57,280,280,11,0,1,0,0
15504,1,33,81,53,53,13,0,1,0,0
14687,1,470,106,628,628,15,0,1,0,0
12750,1,137,128,276,276,15,0,1,0,0
13177,1,91,64,282,282,17,0,1,0,0
12715,1,190,106,263,263,19,0,1,0,0
13621,1,343,116,214,214,19,0,1,0,0
12790,1,164,192,295,295,20,0,1,0,0
16071,1,180,44,326,326,21,0,1,0,0
14068,1,73,320,266,266,22,0,1,0,0
16026,1,243,43,236,236,30,0,1,0,0
13044,1,429,291,560,560,33,0,1,0,0
17201,1,231,53,290,290,38,0,1,0,0
18126,1,129,60,199,199,51,0,1,0,0
16270,1,688,353,1141,1141,54,0,1,0,0
14381,1,146,52,203,203,56,0,1,0,0
16595,1,335,61,360,360,83,0,1,0,0
13099,1,288,99,207,207,1,0,1,0,0
15691,1,72,252,137,137,2,0,1,0,0
17831,1,12,33,35,35,2,0,1,0,0
16319,1,72,217,404,404,3,0,1,0,0
14589,1,5,371,40,40,3,0,1,0,0
12659,1,104,29,74,74,4,0,1,0,0
16363,1,52,53,109,109,5,0,1,0,0
18032,1,42,334,74,74,5,0,1,0,0
13807,1,36,367,113,113,7,0,1,0,0
14208,1,114,94,152,152,10,0,1,0,0
12738,1,147,372,137,137,10,0,1,0,0
17670,1,110,227,206,206,11,0,1,0,0
14523,1,251,108,241,241,12,0,1,0,0
16510,1,92,372,248,248,13,0,1,0,0
12515,1,128,353,279,279,15,0,1,0,0
13226,1,80,273,108,108,16,0,1,0,0
15097,1,170,4,248,248,25,0,1,0,0
15035,1,245,89,253,253,26,0,1,0,0
13594,1,359,52,397,397,26,0,1,0,0
14873,1,168,210,520,520,28,0,1,0,0
15541,1,49,114,85,85,29,0,1,0,0
16141,1,238,88,620,620,30,0,1,0,0
12644,1,325,129,478,478,31,0,1,0,0
15994,1,173,54,414,414,31,0,1,0,0
16275,1,336,196,560,560,33,0,1,0,0
18192,1,339,71,958,958,45,0,1,0,0
15415,1,551,313,560,560,46,0,1,0,0
15832,1,465,254,837,837,54,0,1,0,0
18082,1,608,25,681,681,62,0,1,0,0
14729,1,197,373,313,313,69,0,1,0,0
13428,1,151,10,202,202,70,0,1,0,0
16765,1,4,294,34,34,1,0,1,0,0
13188,1,24,11,100,100,1,0,1,0,0
12814,1,48,101,86,86,1,0,1,0,0
13120,1,12,238,31,31,1,0,1,0,0
17347,1,216,86,229,229,1,0,1,0,0
16856,1,12,14,35,35,2,0,1,0,0
13132,1,20,261,77,77,3,0,1,0,0
14155,1,25,266,119,119,6,0,1,0,0
14340,1,58,218,135,135,6,0,1,0,0
14386,1,54,296,142,142,7,0,1,0,0
14981,1,97,246,102,102,8,0,1,0,0
15740,1,152,49,155,155,9,0,1,0,0
15348,1,84,72,158,158,9,0,1,0,0
17791,1,46,29,106,106,10,0,1,0,0
16097,1,87,240,185,185,10,0,1,0,0
17862,1,100,323,331,331,11,0,1,0,0
15925,1,93,194,207,207,12,0,1,0,0
12837,1,24,173,134,134,12,0,1,0,0
14484,1,210,50,322,322,14,0,1,0,0
15119,1,88,245,266,266,14,0,1,0,0
16183,1,113,67,339,339,15,0,1,0,0
13060,1,123,253,308,308,15,0,1,0,0
14638,1,166,50,444,444,16,0,1,0,0
15604,1,159,52,216,216,17,0,1,0,0
13781,1,30,250,128,128,17,0,1,0,0
13494,1,162,311,316,316,18,0,1,0,0
17356,1,166,311,178,178,19,0,1,0,0
12956,1,34,306,108,108,19,0,1,0,0
16758,1,203,65,369,369,22,0,1,0,0
12945,1,165,288,463,463,23,0,1,0,0
17701,1,109,252,418,418,24,0,1,0,0
16380,1,1428,61,1743,1743,28,0,1,0,0
16823,1,136,227,358,358,34,0,1,0,0
13790,1,748,4,349,349,45,0,1,0,0
17885,1,110,12,156,156,50,0,1,0,0
13439,1,242,255,284,284,54,0,1,0,0
17956,1,1,249,13,13,1,0,1,0,0
16953,1,10,30,21,21,1,0,1,0,0
16078,1,16,283,79,79,1,0,1,0,0
17427,1,34,71,101,101,2,0,1,0,0
14816,1,5,197,272,272,4,0,1,0,0
12968,1,73,112,136,136,5,0,1,0,0
15350,1,51,373,116,116,5,0,1,0,0
15083,1,38,256,88,88,5,0,1,0,0
18042,1,33,53,165,165,7,0,1,0,0
16586,1,95,248,464,464,8,0,1,0,0
14436,1,129,98,89,89,9,0,1,0,0
17165,1,100,284,159,159,10,0,1,0,0
14241,1,146,183,214,214,10,0,1,0,0
15277,1,205,46,256,256,12,0,1,0,0
16926,1,35,371,230,230,14,0,1,0,0
15942,1,232,133,337,337,14,0,1,0,0
14411,1,196,310,1063,1063,14,0,1,0,0
17456,1,222,365,250,250,17,0,1,0,0
13449,1,222,23,292,292,19,0,1,0,0
18159,1,139,301,530,530,23,0,1,0,0
12506,1,23,232,74,74,23,0,1,0,0
16803,1,245,65,332,332,24,0,1,0,0
13859,1,129,326,201,201,27,0,1,0,0
14439,1,526,319,2661,2661,32,0,1,0,0
16721,1,172,262,292,292,37,0,1,0,0
17297,1,65,17,128,128,49,0,1,0,0
14953,1,224,25,286,286,54,0,1,0,0
15471,1,255,2,448,448,66,0,1,0,0
17752,1,192,359,81,81,1,0,1,0,0
13135,1,4300,196,3096,3096,1,0,1,0,0
15216,1,28,87,97,97,2,0,1,0,0
15945,1,52,365,181,181,2,0,1,0,0
14946,1,22,14,101,101,3,0,1,0,0
16190,1,88,40,215,215,6,0,1,0,0
16055,1,22,220,135,135,8,0,1,0,0
14237,1,38,373,161,161,9,0,1,0,0
12672,1,78,329,226,226,10,0,1,0,0
14935,1,935,297,1785,1785,10,0,1,0,0
15263,1,89,106,157,157,12,0,1,0,0
16198,1,128,75,401,401,14,0,1,0,0
16215,1,104,80,242,242,14,0,1,0,0
13889,1,146,92,417,417,15,0,1,0,0
12519,1,172,63,277,277,16,0,1,0,0
15148,1,187,10,301,301,20,0,1,0,0
16830,1,264,38,326,326,23,0,1,0,0
15165,1,160,373,488,488,27,0,1,0,0
18014,1,65,28,154,154,28,0,1,0,0
16030,1,283,309,331,331,28,0,1,0,0
15320,1,326,44,267,267,36,0,1,0,0
15957,1,211,31,429,429,40,0,1,0,0
15539,1,410,7,538,538,41,0,1,0,0
14076,1,79,129,119,119,43,0,1,0,0
18174,1,50,7,104,104,1,0,1,0,0
15657,1,24,22,30,30,1,0,1,0,0
13216,1,297,267,334,334,5,0,1,0,0
16430,1,103,57,301,301,6,0,1,0,0
15428,1,102,15,94,94,6,0,1,0,0
15775,1,68,245,105,105,7,0,1,0,0
13002,1,73,318,121,121,7,0,1,0,0
16963,1,35,187,111,111,7,0,1,0,0
18249,1,128,17,95,95,8,0,1,0,0
13061,1,107,72,249,249,10,0,1,0,0
13483,1,160,65,140,140,10,0,1,0,0
13508,1,24,243,111,111,12,0,1,0,0
16641,1,256,105,231,231,12,0,1,0,0
17234,1,55,182,150,150,14,0,1,0,0
17678,1,207,263,298,298,16,0,1,0,0
17120,1,120,233,307,307,18,0,1,0,0
18222,1,335,92,443,443,19,0,1,0,0
15149,1,128,133,521,521,23,0,1,0,0
12833,1,154,145,404,404,23,0,1,0,0
16461,1,48,177,143,143,31,0,1,0,0
16753,1,189,58,224,224,34,0,1,0,0
16204,1,218,23,384,384,45,0,1,0,0
15464,1,348,338,1045,1045,155,0,1,0,0
16144,1,16,246,175,175,1,0,1,0,0
12791,1,96,373,178,178,1,0,1,0,0
15316,1,100,326,165,165,1,0,1,0,0
13307,1,4,120,15,15,1,0,1,0,0
16093,1,20,106,17,17,1,0,1,0,0
12734,1,88,352,110,110,4,0,1,0,0
13992,1,64,30,77,77,5,0,1,0,0
14039,1,92,33,152,152,6,0,1,0,0
12686,1,106,371,71,71,6,0,1,0,0
16276,1,420,176,811,811,6,0,1,0,0
13938,1,70,35,72,72,7,0,1,0,0
15958,1,33,74,104,104,7,0,1,0,0
14494,1,92,25,140,140,7,0,1,0,0
14924,1,64,245,310,310,10,0,1,0,0
17492,1,155,248,375,375,12,0,1,0,0
17978,1,499,365,301,301,12,0,1,0,0
13618,1,246,173,177,177,13,0,1,0,0
16793,1,146,57,244,244,16,0,1,0,0
12953,1,84,9,330,330,17,0,1,0,0
16528,1,171,3,244,244,17,0,1,0,0
15047,1,222,269,344,344,22,0,1,0,0
13372,1,158,89,329,329,22,0,1,0,0
16412,1,63,53,136,136,25,0,1,0,0
14204,1,72,2,151,151,36,0,1,0,0
18181,1,133,24,367,367,40,0,1,0,0
17383,1,148,4,193,193,49,0,1,0,0
17936,1,257,5,380,380,68,0,1,0,0
17968,1,151,373,265,265,74,0,1,0,0
14090,1,72,324,76,76,1,0,1,0,0
18113,1,72,368,76,76,1,0,1,0,0
16162,1,4,252,37,37,2,0,1,0,0
16171,1,24,59,73,73,3,0,1,0,0
17022,1,108,31,71,71,7,0,1,0,0
13101,1,113,234,101,101,8,0,1,0,0
16658,1,40,368,123,123,8,0,1,0,0
17217,1,24,234,114,114,9,0,1,0,0
12402,1,92,323,196,196,10,0,1,0,0
17805,1,478,73,512,512,10,0,1,0,0
12551,1,100,357,168,168,10,0,1,0,0
14355,1,92,365,174,174,11,0,1,0,0
16761,1,341,96,317,317,13,0,1,0,0
13349,1,224,10,197,197,15,0,1,0,0
16236,1,184,78,432,432,20,0,1,0,0
12538,1,191,29,364,364,21,0,1,0,0
17263,1,36,208,63,63,23,0,1,0,0
16625,1,164,274,333,333,23,0,1,0,0
13584,1,37,306,142,142,24,0,1,0,0
16720,1,180,26,153,153,25,0,1,0,0
15450,1,376,30,430,430,30,0,1,0,0
17623,1,265,32,527,527,33,0,1,0,0
13753,1,512,287,741,741,35,0,1,0,0
17385,1,197,14,256,256,42,0,1,0,0
15325,1,231,103,162,162,47,0,1,0,0
17984,1,98,145,153,153,48,0,1,0,0
15076,1,571,172,881,881,49,0,1,0,0
14954,1,117,12,295,295,75,0,1,0,0
14351,1,12,164,51,51,1,0,1,0,0
15269,1,26,23,409,409,2,0,1,0,0
13130,1,32,94,64,64,2,0,1,0,0
13194,1,26,135,61,61,3,0,1,0,0
15744,1,120,77,35,35,3,0,1,0,0
15374,1,126,128,168,168,3,0,1,0,0
15042,1,30,199,136,136,5,0,1,0,0
14027,1,62,60,105,105,6,0,1,0,0
14861,1,117,52,126,126,6,0,1,0,0
15396,1,120,112,275,275,13,0,1,0,0
14089,1,133,56,159,159,13,0,1,0,0
15010,1,184,35,309,309,20,0,1,0,0
14888,1,184,207,369,369,20,0,1,0,0
18027,1,78,98,115,115,21,0,1,0,0
13893,1,190,297,821,821,21,0,1,0,0
16305,1,256,138,361,361,22,0,1,0,0
17878,1,401,43,379,379,26,0,1,0,0
17222,1,122,65,329,329,27,0,1,0,0
16216,1,254,267,915,915,37,0,1,0,0
15507,1,160,171,476,476,41,0,1,0,0
18045,1,138,45,178,178,43,0,1,0,0
15457,1,132,262,237,237,56,0,1,0,0
15466,1,246,85,335,335,56,0,1,0,0
14552,1,90,151,164,164,57,0,1,0,0
16881,1,600,66,432,432,1,0,1,0,0
13514,1,34,73,112,112,3,0,1,0,0
12403,1,94,49,392,392,4,0,1,0,0
14248,1,102,318,303,303,8,0,1,0,0
17601,1,103,239,116,116,9,0,1,0,0
12361,1,90,287,175,175,9,0,1,0,0
13806,1,56,63,256,256,10,0,1,0,0
15007,1,69,159,157,157,12,0,1,0,0
15885,1,109,93,349,349,16,0,1,0,0
16433,1,106,28,184,184,17,0,1,0,0
12623,1,189,276,269,269,17,0,1,0,0
15776,1,138,133,242,242,18,0,1,0,0
14015,1,378,52,917,917,20,0,1,0,0
17274,1,77,35,108,108,24,0,1,0,0
16017,1,102,47,212,212,26,0,1,0,0
15795,1,581,149,610,610,42,0,1,0,0
12453,1,473,134,707,707,43,0,1,0,0
12405,1,849,148,1390,1390,53,0,1,0,0
13642,1,151,215,312,312,57,0,1,0,0
16340,1,486,107,534,534,124,0,1,0,0
15753,1,144,304,79,79,1,0,1,0,0
12917,1,120,128,594,594,2,0,1,0,0
18227,1,21,217,94,94,5,0,1,0,0
16516,1,58,30,102,102,6,0,1,0,0
14059,1,128,266,184,184,8,0,1,0,0
12938,1,140,25,114,114,9,0,1,0,0
14480,1,143,11,279,279,13,0,1,0,0
18129,1,48,243,113,113,13,0,1,0,0
16583,1,111,373,233,233,14,0,1,0,0
13932,1,72,294,307,307,16,0,1,0,0
16796,1,186,89,306,306,18,0,1,0,0
15930,1,139,67,427,427,21,0,1,0,0
14142,1,313,373,312,312,22,0,1,0,0
16834,1,358,227,413,413,24,0,1,0,0
14600,1,125,305,393,393,25,0,1,0,0
16400,1,172,94,304,304,28,0,1,0,0
16601,1,130,40,242,242,28,0,1,0,0
15677,1,319,49,657,657,33,0,1,0,0
14830,1,163,53,188,188,38,0,1,0,0
15553,1,449,60,429,429,51,0,1,0,0
12784,1,278,15,477,477,53,0,1,0,0
12772,1,551,59,752,752,54,0,1,0,0
12446,1,351,57,1002,1002,57,0,1,0,0
17052,1,251,28,399,399,72,0,1,0,0
15000,1,218,47,491,491,76,0,1,0,0
15472,1,251,113,372,372,76,0,1,0,0
17925,1,72,372,244,244,1,0,1,0,0
14642,1,76,58,96,96,2,0,1,0,0
17942,1,38,7,78,78,2,0,1,0,0
13403,1,44,17,75,75,3,0,1,0,0
14148,1,16,233,157,157,3,0,1,0,0
14117,1,72,143,90,90,3,0,1,0,0
17536,1,6,177,77,77,3,0,1,0,0
14840,1,31,267,63,63,4,0,1,0,0
15063,1,56,213,371,371,5,0,1,0,0
13651,1,32,39,79,79,5,0,1,0,0
17524,1,90,361,145,145,6,0,1,0,0
15567,1,223,18,186,186,7,0,1,0,0
12588,1,52,39,175,175,9,0,1,0,0
12430,1,116,43,216,216,10,0,1,0,0
15388,1,88,270,141,141,10,0,1,0,0
13229,1,63,225,161,161,10,0,1,0,0
17680,1,96,23,184,184,11,0,1,0,0
14804,1,121,8,353,353,12,0,1,0,0
17535,1,136,280,164,164,13,0,1,0,0
17987,1,261,185,199,199,13,0,1,0,0
13348,1,136,64,234,234,14,0,1,0,0
14518,1,278,64,174,174,16,0,1,0,0
12561,1,177,302,239,239,16,0,1,0,0
12448,1,240,44,365,365,21,0,1,0,0
16965,1,243,226,192,192,25,0,1,0,0
12866,1,167,283,499,499,25,0,1,0,0
15543,1,86,288,128,128,26,0,1,0,0
18004,1,75,362,158,158,32,0,1,0,0
13800,1,331,309,558,558,33,0,1,0,0
12658,1,317,18,632,632,35,0,1,0,0
13187,1,95,337,236,236,37,0,1,0,0
17911,1,223,9,366,366,39,0,1,0,0
15276,1,61,66,129,129,49,0,1,0,0
16594,1,64,75,181,181,53,0,1,0,0
18022,1,703,35,613,613,141,0,1,0,0
14603,1,400,274,660,660,2,0,1,0,0
13682,1,10,187,60,60,3,0,1,0,0
14300,1,32,18,43,43,3,0,1,0,0
17394,1,241,219,204,204,4,0,1,0,0
14080,1,48,32,46,46,4,0,1,0,0
16789,1,32,8,81,81,5,0,1,0,0
12509,1,54,284,159,159,6,0,1,0,0
17639,1,49,276,109,109,7,0,1,0,0
17117,1,68,288,116,116,9,0,1,0,0
12574,1,59,315,182,182,10,0,1,0,0
15773,1,311,5,636,636,10,0,1,0,0
15970,1,116,303,314,314,11,0,1,0,0
15670,1,91,296,173,173,12,0,1,0,0
17785,1,67,53,132,132,13,0,1,0,0
16756,1,106,214,239,239,13,0,1,0,0
17253,1,43,18,178,178,18,0,1,0,0
17038,1,28,30,112,112,22,0,1,0,0
15099,1,343,84,410,410,23,0,1,0,0
12824,1,232,59,397,397,25,0,1,0,0
17899,1,170,159,155,155,29,0,1,0,0
15585,1,320,176,455,455,31,0,1,0,0
12707,1,256,291,603,603,33,0,1,0,0
13518,1,382,85,627,627,36,0,1,0,0
12638,1,573,33,512,512,38,0,1,0,0
14158,1,781,40,508,508,41,0,1,0,0
15524,1,4,24,440,440,1,0,1,0,0
16679,1,29,366,130,130,3,0,1,0,0
12789,1,3,65,77,77,3,0,1,0,0
13006,1,55,56,82,82,4,0,1,0,0
17947,1,168,37,177,177,9,0,1,0,0
14537,1,120,57,356,356,10,0,1,0,0
16050,1,278,173,138,138,10,0,1,0,0
15733,1,62,282,162,162,10,0,1,0,0
13809,1,29,305,155,155,11,0,1,0,0
15935,1,114,239,108,108,11,0,1,0,0
17153,1,104,24,214,214,14,0,1,0,0
13153,1,418,5,486,486,15,0,1,0,0
15540,1,200,11,213,213,15,0,1,0,0
15699,1,113,17,310,310,18,0,1,0,0
15210,1,228,225,331,331,20,0,1,0,0
14622,1,146,184,321,321,21,0,1,0,0
12922,1,370,161,405,405,28,0,1,0,0
15417,1,284,85,509,509,28,0,1,0,0
12420,1,345,63,600,600,29,0,1,0,0
16535,1,356,5,594,594,31,0,1,0,0
12769,1,356,238,1144,1144,32,0,1,0,0
17367,1,149,238,168,168,33,0,1,0,0
16978,1,166,77,344,344,39,0,1,0,0
12514,1,440,267,1018,1018,51,0,1,0,0
14549,1,136,311,289,289,56,0,1,0,0
14675,1,336,16,596,596,93,0,1,0,0
15006,1,285,51,475,475,120,0,1,0,0
14576,1,12,372,35,35,1,0,1,0,0
15562,1,39,351,135,135,1,0,1,0,0
13391,1,4,203,60,60,1,0,1,0,0
13747,1,8,373,80,80,1,0,1,0,0
15705,1,62,201,143,143,6,0,1,0,0
13072,1,69,266,177,177,7,0,1,0,0
18086,1,106,274,101,101,7,0,1,0,0
18281,1,54,180,81,81,7,0,1,0,0
14772,1,82,112,139,139,9,0,1,0,0
12902,1,66,264,139,139,10,0,1,0,0
13513,1,109,126,205,205,10,0,1,0,0
13033,1,83,357,191,191,11,0,1,0,0
17110,1,50,165,163,163,12,0,1,0,0
13436,1,76,1,197,197,12,0,1,0,0
17906,1,26,247,73,73,12,0,1,0,0
14046,1,443,284,152,152,13,0,1,0,0
16451,1,120,87,267,267,14,0,1,0,0
15857,1,308,18,297,297,14,0,1,0,0
17278,1,179,241,246,246,15,0,1,0,0
13678,1,924,151,233,233,16,0,1,0,0
13146,1,154,26,229,229,16,0,1,0,0
16207,1,140,25,394,394,19,0,1,0,0
12639,1,198,238,366,366,21,0,1,0,0
13485,1,277,233,454,454,23,0,1,0,0
16820,1,307,95,498,498,26,0,1,0,0
13170,1,141,26,109,109,29,0,1,0,0
13878,1,463,54,1272,1272,35,0,1,0,0
16142,1,422,249,535,535,37,0,1,0,0
13341,1,301,260,776,776,42,0,1,0,0
12847,1,873,22,844,844,72,0,1,0,0
15721,1,388,11,471,471,80,0,1,0,0
16988,1,43,5,126,126,7,0,1,0,0
17206,1,76,53,204,204,7,0,1,0,0
18169,1,61,60,203,203,9,0,1,0,0
16509,1,64,296,364,364,13,0,1,0,0
17824,1,408,51,298,298,13,0,1,0,0
16159,1,236,281,348,348,14,0,1,0,0
13273,1,153,113,139,139,16,0,1,0,0
12650,1,250,3,242,242,19,0,1,0,0
